Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,Open Int,OI Chg,Volume Open Interest Ratio,Type,,Time,Avg IV,
4050,1.44%,139.6,140.05,140.5,133.15,-4.51,-3.28%,3,570,unch,18.30%,Call,4/10/23,17.10%,width: 1%,width: 14.325207338527267%
4055,1.32%,136,136.5,137,130.6,-3.7,-2.76%,9,320,6,18.20%,Call,4/10/23,17.10%,width: 1%,width: 8.042221663734606%
4060,1.20%,132.5,132.95,133.4,121.73,121.73,unch,1,339,unch,18.09%,Call,4/10/23,17.10%,width: 1%,width: 8.51972857501885%
4065,1.07%,129.1,129.55,130,120.4,0,unch,0,295,8,18.01%,Call,4/5/23,17.10%,width: 1%,width: 7.41392309625534%
4070,0.95%,125.6,126.05,126.5,114.3,0,unch,0,203,unch,17.90%,Call,4/5/23,17.10%,width: 1%,width: 5.101784367931641%
4075,0.83%,122.2,122.65,123.1,117.2,-2.5,-2.09%,8,272,14,17.80%,Call,4/10/23,17.10%,width: 1%,width: 6.835888414174415%
4080,0.71%,118.8,119.25,119.7,115.4,-1,-0.86%,11,251,3,17.70%,Call,4/10/23,17.10%,width: 1.1506276150627615%,width: 6.308117617491832%
4085,0.59%,115.5,115.95,116.4,111.15,-0.55,-0.49%,2,822,1,17.60%,Call,4/10/23,17.10%,width: 1%,width: 20.65845689871827%
4090,0.47%,112.2,112.65,113.1,106.5,-3.6,-3.27%,10,415,2,17.50%,Call,4/10/23,17.10%,width: 1.0460251046025104%,width: 10.429756220155818%
4095,0.34%,109,109.45,109.9,104.76,-2.64,-2.46%,19,460,28,17.42%,Call,4/10/23,17.10%,width: 1.9874476987447698%,width: 11.560693641618498%
4100,0.22%,105.8,106.25,106.7,104.1,-0.9,-0.86%,39,681,20,17.32%,Call,4/10/23,17.10%,width: 4.079497907949791%,width: 17.114852978135207%
4105,0.10%,102.6,103.05,103.5,98.96,-0.24,-0.24%,13,323,43,17.22%,Call,4/10/23,17.10%,width: 1.3598326359832638%,width: 8.11761749183212%
4110,-0.02%,99.5,99.95,100.4,98.52,1.72,1.78%,54,295,25,17.12%,Call,4/10/23,17.10%,width: 5.648535564853557%,width: 7.41392309625534%
4115,-0.14%,96.4,96.85,97.3,91.6,-4.8,-4.98%,51,344,32,17.03%,Call,4/10/23,17.10%,width: 5.334728033472803%,width: 8.645388288514702%
4120,-0.27%,93.4,93.85,94.3,88,-4.3,-4.66%,55,805,36,16.94%,Call,4/10/23,17.10%,width: 5.7531380753138075%,width: 20.23121387283237%
4125,-0.39%,90.4,90.85,91.3,89.15,-0.75,-0.83%,47,544,33,16.84%,Call,4/10/23,17.10%,width: 4.916317991631799%,width: 13.67177682834883%
4130,-0.51%,87.4,87.85,88.3,83,-1.6,-1.89%,83,779,30,16.73%,Call,4/10/23,17.10%,width: 8.682008368200837%,width: 19.577783362653932%
4135,-0.63%,84.6,85,85.4,81.3,-1.4,-1.69%,4,172,2,16.65%,Call,4/10/23,17.10%,width: 1%,width: 4.322694144257351%
4140,-0.75%,81.7,82.15,82.6,77,-4.27,-5.25%,12,423,26,16.56%,Call,4/10/23,17.10%,width: 1.2552301255230125%,width: 10.630811761749182%
4145,-0.87%,78.9,79.35,79.8,74.7,-2.9,-3.74%,22,176,22,16.46%,Call,4/10/23,17.10%,width: 2.301255230125523%,width: 4.423221915054033%
4150,-1.00%,76.2,76.65,77.1,75.33,-0.49,-0.65%,23,"2,463",5,16.38%,Call,4/10/23,17.10%,width: 2.405857740585774%,width: 61.899974868057306%
4155,-1.12%,73.5,73.95,74.4,72.65,-0.28,-0.38%,3,261,14,16.29%,Call,4/10/23,17.10%,width: 1%,width: 6.559437044483539%
4160,-1.24%,70.9,71.35,71.8,67.6,-3.6,-5.06%,19,240,22,16.21%,Call,4/10/23,17.10%,width: 1.9874476987447698%,width: 6.031666247800955%
4165,-1.36%,68.3,68.75,69.2,66.3,0.3,0.45%,16,288,27,16.12%,Call,4/10/23,17.10%,width: 1.6736401673640167%,width: 7.2379994973611455%
4170,-1.48%,65.8,66.2,66.6,63.1,-2.23,-3.41%,52,343,18,16.03%,Call,4/10/23,17.10%,width: 5.439330543933055%,width: 8.620256345815532%
4175,-1.60%,63.3,63.75,64.2,59,-2.3,-3.75%,80,646,30,15.95%,Call,4/10/23,17.10%,width: 8.368200836820083%,width: 16.23523498366424%
4180,-1.73%,60.9,61.3,61.7,56.7,-3.4,-5.66%,12,371,34,15.86%,Call,4/10/23,17.10%,width: 1.2552301255230125%,width: 9.32395074139231%
4185,-1.85%,58.5,58.95,59.4,54.9,-2.9,-5.02%,11,307,30,15.78%,Call,4/10/23,17.10%,width: 1.1506276150627615%,width: 7.715506408645388%
4190,-1.97%,56.2,56.6,57,53.3,-2.4,-4.31%,23,292,8,15.69%,Call,4/10/23,17.10%,width: 2.405857740585774%,width: 7.338527268157828%
4195,-2.09%,53.9,54.35,54.8,49.3,-4.1,-7.68%,10,114,33,15.61%,Call,4/10/23,17.10%,width: 1.0460251046025104%,width: 2.8650414677054536%
4200,-2.21%,51.7,52.1,52.5,49.5,-2.5,-4.81%,84,"1,057",43,15.52%,Call,4/10/23,17.10%,width: 8.786610878661087%,width: 26.564463433023374%
4205,-2.33%,49.5,49.95,50.4,46.45,-4.25,-8.38%,56,217,11,15.44%,Call,4/10/23,17.10%,width: 5.857740585774058%,width: 5.4536315657200305%
4210,-2.46%,47.5,47.9,48.3,45.12,-2.58,-5.41%,19,421,20,15.37%,Call,4/10/23,17.10%,width: 1.9874476987447698%,width: 10.580547876350842%
4215,-2.58%,45.4,45.8,46.2,43.17,-2.63,-5.74%,5,133,2,15.28%,Call,4/10/23,17.10%,width: 1%,width: 3.342548378989696%
4220,-2.70%,43.4,43.8,44.2,38.5,-4.7,-10.88%,7,749,12,15.20%,Call,4/10/23,17.10%,width: 1%,width: 18.823825081678812%
4225,-2.82%,41.5,41.9,42.3,40.48,-1.72,-4.08%,255,521,10,15.13%,Call,4/10/23,17.10%,width: 26.673640167364017%,width: 13.093742146267907%
4230,-2.94%,39.6,40,40.4,39.89,-0.11,-0.27%,5,394,8,15.03%,Call,4/10/23,17.10%,width: 1%,width: 9.901985423473235%
4235,-3.06%,37.8,38.2,38.6,36.83,-1.47,-3.84%,7,130,17,14.98%,Call,4/10/23,17.10%,width: 1%,width: 3.267152550892184%
4240,-3.19%,36.1,36.5,36.9,29,-1.9,-6.15%,21,486,4,14.92%,Call,4/10/23,17.10%,width: 2.1966527196652716%,width: 12.214124151796934%
4245,-3.31%,34.4,34.75,35.1,31.3,-4.6,-12.81%,10,85,7,14.84%,Call,4/10/23,17.10%,width: 1.0460251046025104%,width: 2.136215129429505%
4250,-3.43%,32.7,33.1,33.5,30.9,-2.4,-7.21%,956,705,-32,14.77%,Call,4/10/23,17.10%,width: 100%,width: 17.718019602915305%
4255,-3.55%,31.1,31.5,31.9,28.4,0,unch,0,124,39,14.70%,Call,4/5/23,17.10%,width: 1%,width: 3.11636089469716%
4260,-3.67%,29.6,30,30.4,29.82,-1.48,-4.73%,30,209,7,14.60%,Call,4/10/23,17.10%,width: 3.1380753138075312%,width: 5.252576024126665%
4265,-3.79%,28.1,28.5,28.9,25.45,-2.6,-9.27%,2,32,-1,14.58%,Call,4/10/23,17.10%,width: 1%,width: 1%
4270,-3.92%,26.7,27.1,27.5,26.97,-0.43,-1.57%,31,405,5,14.49%,Call,4/10/23,17.10%,width: 3.2426778242677825%,width: 10.178436793164112%
4275,-4.04%,25.4,25.75,26.1,25.6,0.3,1.19%,30,"1,897","1,581",14.43%,Call,4/10/23,17.10%,width: 3.1380753138075312%,width: 47.67529530032672%
4280,-4.16%,24,24.4,24.8,23.05,-1.55,-6.30%,23,217,7,14.40%,Call,4/10/23,17.10%,width: 2.405857740585774%,width: 5.4536315657200305%
4285,-4.28%,22.8,23.15,23.5,21.85,-2.35,-9.71%,1,75,51,14.34%,Call,4/10/23,17.10%,width: 1%,width: 1.8848957024377986%
4290,-4.40%,21.5,21.9,22.3,20.1,-2.5,-11.06%,3,433,13,14.28%,Call,4/10/23,17.10%,width: 1%,width: 10.88213118874089%
4295,-4.52%,20.5,20.8,21.1,18.5,-2.46,-11.74%,4,67,55,14.24%,Call,4/10/23,17.10%,width: 1%,width: 1.6838401608444333%
4300,-4.65%,19.3,19.65,20,18.93,-1,-5.02%,173,"1,501",39,14.18%,Call,4/10/23,17.10%,width: 18.09623430962343%,width: 37.72304599145514%
4305,-4.77%,18.3,18.6,18.9,16.37,-2.73,-14.29%,46,70,67,14.13%,Call,4/10/23,17.10%,width: 4.811715481171548%,width: 1.7592359889419453%
4310,-4.89%,17.2,17.55,17.9,15.47,-2.33,-13.09%,17,450,4,14.07%,Call,4/10/23,17.10%,width: 1.778242677824268%,width: 11.309374214626791%
4315,-5.01%,16.3,16.6,16.9,15.96,-1.84,-10.34%,17,106,2,14.03%,Call,4/10/23,17.10%,width: 1.778242677824268%,width: 2.663985926112088%
4320,-5.13%,15.4,15.7,16,14.04,-2,-12.47%,16,285,13,13.99%,Call,4/10/23,17.10%,width: 1.6736401673640167%,width: 7.162603669263634%
4325,-5.25%,14.4,14.75,15.1,14.07,-1.14,-7.50%,20,359,5,13.93%,Call,4/10/23,17.10%,width: 2.092050209205021%,width: 9.022367429002262%
4330,-5.38%,13.5,13.85,14.2,13.74,-1.03,-6.97%,14,430,5,13.83%,Call,4/10/23,17.10%,width: 1.4644351464435146%,width: 10.806735360643378%
4335,-5.50%,12.7,13.05,13.4,12.55,-1.15,-8.39%,14,62,50,13.82%,Call,4/10/23,17.10%,width: 1.4644351464435146%,width: 1.55818044734858%
4340,-5.62%,12.1,12.35,12.6,9.77,-3.78,-27.90%,3,608,unch,13.80%,Call,4/10/23,17.10%,width: 1%,width: 15.280221161095753%
4345,-5.74%,11.3,11.6,11.9,11.1,-1.02,-8.42%,9,22,12,13.75%,Call,4/10/23,17.10%,width: 1%,width: 1%
4350,-5.86%,10.6,10.85,11.1,10.73,-0.87,-7.50%,42,"1,255",62,13.65%,Call,4/10/23,17.10%,width: 4.393305439330543%,width: 31.54058808745916%
4355,-5.98%,10,10.25,10.5,7.81,-1.99,-20.31%,2,6,2,13.68%,Call,4/10/23,17.10%,width: 1%,width: 1%
4360,-6.11%,9.4,9.65,9.9,9,-1.65,-15.49%,7,424,2,13.65%,Call,4/10/23,17.10%,width: 1%,width: 10.655943704448353%
4365,-6.23%,8.7,9,9.3,7.9,-2.3,-22.55%,2,13,3,13.59%,Call,4/10/23,17.10%,width: 1%,width: 1%
4370,-6.35%,8.3,8.5,8.7,6.5,-3,-31.58%,23,367,7,13.58%,Call,4/10/23,17.10%,width: 2.405857740585774%,width: 9.223422970595626%
4375,-6.47%,7.8,8,8.2,7.4,-1.18,-13.75%,30,"3,417",unch,13.56%,Call,4/10/23,17.10%,width: 3.1380753138075312%,width: 85.8758482030661%
4380,-6.59%,7.3,7.5,7.7,7.4,0.7,10.45%,6,250,-2,13.49%,Call,4/10/23,17.10%,width: 1%,width: 6.282985674792661%
4390,-6.84%,6.4,6.6,6.8,6.5,-0.6,-8.45%,27,412,5,13.43%,Call,4/10/23,17.10%,width: 2.8242677824267783%,width: 10.354360392058307%
4400,-7.08%,5.6,5.8,6,5.4,-1,-15.63%,56,"1,413",5,13.44%,Call,4/10/23,17.10%,width: 5.857740585774058%,width: 35.51143503392812%
4410,-7.32%,4.9,5.1,5.3,4.63,0.03,0.65%,25,435,unch,13.41%,Call,4/10/23,17.10%,width: 2.615062761506276%,width: 10.932395074139231%
4420,-7.57%,4.3,4.5,4.7,4.08,-0.92,-18.40%,47,147,-3,13.39%,Call,4/10/23,17.10%,width: 4.916317991631799%,width: 3.6943955767780845%
4425,-7.69%,4,4.2,4.4,3.8,-1.15,-23.23%,6,347,3,13.37%,Call,4/10/23,17.10%,width: 1%,width: 8.720784116612213%
4430,-7.81%,3.7,3.95,4.2,3.44,-1.23,-26.34%,1,98,2,13.37%,Call,4/10/23,17.10%,width: 1%,width: 2.4629303845187236%
4440,-8.05%,3.2,3.4,3.6,2.7,-1.47,-35.25%,25,301,unch,13.30%,Call,4/10/23,17.10%,width: 2.615062761506276%,width: 7.564714752450365%
4450,-8.30%,2.85,3.03,3.2,2.96,-0.45,-13.20%,73,470,11,13.28%,Call,4/10/23,17.10%,width: 7.635983263598327%,width: 11.812013068610204%
4460,-8.54%,2.5,2.65,2.8,2.1,-1.2,-36.36%,24,62,-21,13.32%,Call,4/10/23,17.10%,width: 2.510460251046025%,width: 1.55818044734858%
4470,-8.78%,2.15,2.35,2.55,3.3,0,unch,0,340,unch,13.35%,Call,4/5/23,17.10%,width: 1%,width: 8.54486051771802%
4475,-8.90%,2,2.2,2.4,2.04,-0.26,-11.30%,2,294,4,13.18%,Call,4/10/23,17.10%,width: 1%,width: 7.388791153556169%
4480,-9.03%,1.9,2.08,2.25,1.65,1.65,unch,5,147,unch,13.36%,Call,4/10/23,17.10%,width: 1%,width: 3.6943955767780845%
4490,-9.27%,1.65,1.83,2,3.09,0,unch,0,44,-8,13.38%,Call,4/4/23,17.10%,width: 1%,width: 1.1058054787635083%
4500,-9.51%,1.45,1.6,1.75,1.5,-0.48,-24.24%,45,373,16,13.25%,Call,4/10/23,17.10%,width: 4.707112970711297%,width: 9.374214626790652%
4510,-9.76%,1.25,1.43,1.6,2.35,0,unch,0,3,unch,13.43%,Call,4/4/23,17.10%,width: 1%,width: 1%
4520,-10.00%,1.1,1.28,1.45,0,0,unch,0,49,49,13.48%,Call,N/A,17.10%,width: 1%,width: 1.2314651922593618%
4525,-10.12%,1.05,1.2,1.35,1.05,-0.53,-33.54%,1,303,1,13.24%,Call,4/10/23,17.10%,width: 1%,width: 7.614978637848706%
4530,-10.24%,1,1.15,1.3,1.8,0,unch,0,51,24,13.55%,Call,4/4/23,17.10%,width: 1%,width: 1.2817290776577028%
4550,-10.73%,0.75,0.9,1.05,0.82,-0.33,-28.70%,3,"3,192",unch,13.45%,Call,4/10/23,17.10%,width: 1%,width: 80.2211610957527%
4575,-11.34%,0.55,0.7,0.85,1.1,0,unch,0,270,unch,13.81%,Call,4/5/23,17.10%,width: 1%,width: 6.785624528776074%
4600,-11.95%,0.4,0.53,0.65,0.45,-0.2,-30.77%,10,645,12,13.68%,Call,4/10/23,17.10%,width: 1.0460251046025104%,width: 16.210103040965066%
4625,-12.55%,0.3,0.43,0.55,0.4,-0.12,-23.08%,30,219,10,14.09%,Call,4/10/23,17.10%,width: 3.1380753138075312%,width: 5.503895451118371%
4650,-13.16%,0.25,0.35,0.45,0.35,0.35,unch,3,150,unch,14.45%,Call,4/10/23,17.10%,width: 1%,width: 3.769791404875597%
4675,-13.77%,0.2,0.3,0.4,0.43,0,unch,0,"1,919","1,713",14.78%,Call,4/5/23,17.10%,width: 1%,width: 48.22819803970847%
4700,-14.38%,0.2,0.28,0.35,0.2,0.2,unch,105,227,unch,14.71%,Call,4/10/23,17.10%,width: 10.98326359832636%,width: 5.704950992711737%
4725,-14.99%,0.15,0.22,0.3,0.2,0.2,unch,39,43,unch,15.25%,Call,4/10/23,17.10%,width: 4.079497907949791%,width: 1.0806735360643378%
4750,-15.60%,0.1,0.18,0.25,0.3,0,unch,0,375,unch,15.57%,Call,4/4/23,17.10%,width: 1%,width: 9.424478512188992%
4775,-16.21%,0.05,0.15,0.25,0.22,0,unch,0,36,unch,15.86%,Call,4/5/23,17.10%,width: 1%,width: 1%
4800,-16.81%,0.05,0.13,0.2,0.21,0,unch,0,286,1,16.10%,Call,4/4/23,17.10%,width: 1%,width: 7.187735611962805%
4825,-17.42%,0.05,0.13,0.2,0.17,0,unch,0,159,unch,16.60%,Call,4/5/23,17.10%,width: 1%,width: 3.995978889168133%
4850,-18.03%,0.05,0.13,0.2,0.1,0.1,unch,50,104,unch,16.76%,Call,4/10/23,17.10%,width: 5.230125523012552%,width: 2.613722040713747%
4875,-18.64%,0,0.1,0.2,0.15,0,unch,0,55,unch,0.00%,Call,3/20/23,17.10%,width: 1%,width: 1.3822568484543856%
4900,-19.25%,0,0.08,0.15,0.1,0,unch,0,189,unch,0.00%,Call,3/29/23,17.10%,width: 1%,width: 4.7499371701432525%
4925,-19.86%,0,0.08,0.15,0.1,0,unch,0,50,unch,0.00%,Call,3/21/23,17.10%,width: 1%,width: 1.2565971349585323%
4950,-20.46%,0,0.08,0.15,0.45,0,unch,0,115,unch,0.00%,Call,2/21/23,17.10%,width: 1%,width: 2.8901734104046244%
4975,-21.07%,0,0.08,0.15,0.1,0,unch,0,6,unch,0.00%,Call,3/21/23,17.10%,width: 1%,width: 1%
5000,-21.68%,0,0.08,0.15,0.1,0,unch,0,222,unch,0.00%,Call,4/3/23,17.10%,width: 1%,width: 5.579291279215883%
5025,-22.29%,0,0.08,0.15,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
5050,-22.90%,0,0.08,0.15,0.05,0,unch,0,136,20,0.00%,Call,4/5/23,17.10%,width: 1%,width: 3.4179442070872077%
5075,-23.51%,0,0.08,0.15,0.07,0,unch,0,1,unch,0.00%,Call,3/30/23,17.10%,width: 1%,width: 1%
5100,-24.11%,0,0.08,0.15,0.05,0,unch,0,4,unch,0.00%,Call,3/22/23,17.10%,width: 1%,width: 1%
5125,-24.72%,0,0.08,0.15,0.7,0,unch,0,191,unch,0.00%,Call,1/17/23,17.10%,width: 1%,width: 4.800201055541593%
5150,-25.33%,0,0.05,0.1,0.05,0,unch,0,3,unch,0.00%,Call,3/22/23,17.10%,width: 1%,width: 1%
5200,-26.55%,0,0.05,0.1,0.05,0,unch,0,172,unch,0.00%,Call,3/21/23,17.10%,width: 1%,width: 4.322694144257351%
5250,-27.76%,0,0.05,0.1,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
5300,-28.98%,0,0.05,0.1,0.07,0,unch,0,104,unch,0.00%,Call,3/17/23,17.10%,width: 1%,width: 2.613722040713747%
5350,-30.20%,0,0.05,0.1,0.15,0,unch,0,5,unch,0.00%,Call,2/16/23,17.10%,width: 1%,width: 1%
5400,-31.42%,0,0.05,0.1,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
5500,-33.85%,0,0.05,0.1,0.3,0,unch,0,30,unch,0.00%,Call,12/22/22,17.10%,width: 1%,width: 1%
5600,-36.28%,0,0.05,0.1,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
5700,-38.72%,0,0.05,0.1,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
5800,-41.15%,0,0.05,0.1,0.15,0,unch,0,2,unch,0.00%,Call,2/2/23,17.10%,width: 1%,width: 1%
6000,-46.02%,0,0.05,0.1,0.1,0,unch,0,20,unch,0.00%,Call,2/13/23,17.10%,width: 1%,width: 1%
6200,-50.88%,0,0.05,0.1,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
6400,-55.75%,0,0.05,0.1,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
6600,-60.62%,0,0.03,0.05,0.05,0,unch,0,31,unch,0.00%,Call,1/12/23,17.10%,width: 1%,width: 1%
6800,-65.49%,0,0.03,0.05,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
7000,-70.35%,0,0.03,0.05,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
7200,-75.22%,0,0.03,0.05,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
7400,-80.09%,0,0.03,0.05,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
7600,-84.95%,0,0.03,0.05,0,0,unch,0,0,unch,0.00%,Call,N/A,17.10%,width: 1%,width: 1%
200,-95.13%,0,0.03,0.05,0.05,0.05,unch,1,4,unch,271.04%,Put,4/10/23,17.10%,width: 1%,width: 1%
400,-90.27%,0,0.03,0.05,0.05,0,unch,0,10,unch,0.00%,Put,3/9/23,17.10%,width: 1%,width: 1%
600,-85.40%,0,0.03,0.05,0,0,unch,0,0,unch,0.00%,Put,N/A,17.10%,width: 1%,width: 1%
800,-80.53%,0,0.03,0.05,0.1,0,unch,0,706,unch,0.00%,Put,3/23/23,17.10%,width: 1%,width: 4.026233247790135%
1000,-75.66%,0,0.03,0.05,0.05,0,unch,0,349,unch,0.00%,Put,3/29/23,17.10%,width: 1%,width: 1.9903051040775592%
1200,-70.80%,0,0.05,0.1,0.05,0,unch,0,80,unch,0.00%,Put,3/29/23,17.10%,width: 1%,width: 1%
1400,-65.93%,0,0.05,0.1,0.05,0,unch,0,274,unch,0.00%,Put,3/31/23,17.10%,width: 1%,width: 1.5625891074992873%
1500,-63.50%,0,0.05,0.1,0.1,0,unch,0,652,-51,0.00%,Put,3/30/23,17.10%,width: 1%,width: 3.718277730253778%
1600,-61.06%,0,0.05,0.1,0.05,0.05,unch,14,565,unch,85.12%,Put,4/10/23,17.10%,width: 1%,width: 3.222127174222983%
1700,-58.63%,0,0.08,0.15,0.15,0,unch,0,466,unch,0.00%,Put,3/31/23,17.10%,width: 1%,width: 2.657542058739663%
1800,-56.19%,0.05,0.1,0.15,0.2,0,unch,0,526,5,78.76%,Put,3/30/23,17.10%,width: 1%,width: 2.999714856002281%
1900,-53.76%,0.05,0.13,0.2,0.2,0,unch,0,532,unch,75.13%,Put,4/3/23,17.10%,width: 1%,width: 3.033932135728543%
2000,-51.33%,0.05,0.15,0.25,0.22,0,unch,0,697,unch,71.42%,Put,4/4/23,17.10%,width: 1%,width: 3.974907328200741%
2100,-48.89%,0.1,0.18,0.25,0.15,0.15,unch,21,"1,186",unch,66.85%,Put,4/10/23,17.10%,width: 1%,width: 6.763615625891076%
2200,-46.46%,0.15,0.22,0.3,0.25,0,unch,5,"1,249",unch,65.22%,Put,4/10/23,17.10%,width: 1%,width: 7.122897063016824%
2250,-45.24%,0.15,0.25,0.35,0.35,0,unch,0,600,59,63.03%,Put,4/5/23,17.10%,width: 1%,width: 3.4217279726261762%
2300,-44.03%,0.2,0.28,0.35,0.25,0.25,unch,8,"1,289",unch,60.88%,Put,4/10/23,17.10%,width: 1%,width: 7.351012261191901%
2350,-42.81%,0.2,0.3,0.4,0.55,0,unch,0,"2,608",unch,59.74%,Put,4/3/23,17.10%,width: 1%,width: 14.873110921015112%
2400,-41.59%,0.25,0.35,0.45,0.3,0.3,unch,21,"1,806",unch,57.65%,Put,4/10/23,17.10%,width: 1%,width: 10.29940119760479%
2450,-40.38%,0.3,0.4,0.5,0.54,0,unch,0,"1,016",unch,57.10%,Put,4/4/23,17.10%,width: 1%,width: 5.794126033646991%
2500,-39.16%,0.35,0.43,0.5,0.42,-0.03,-6.67%,101,697,unch,55.30%,Put,4/10/23,17.10%,width: 2.913181424862994%,width: 3.974907328200741%
2550,-37.94%,0.4,0.5,0.6,0.7,0,unch,0,604,unch,54.18%,Put,4/5/23,17.10%,width: 1%,width: 3.4445394924436843%
2575,-37.33%,0.45,0.53,0.6,0.5,0.5,unch,68,392,unch,53.16%,Put,4/10/23,17.10%,width: 1.9613498702047882%,width: 2.2355289421157685%
2600,-36.73%,0.45,0.55,0.65,0.85,0,unch,0,914,unch,52.66%,Put,4/4/23,17.10%,width: 1%,width: 5.2124322783005415%
2625,-36.12%,0.5,0.58,0.65,0.55,0.55,unch,68,103,unch,51.65%,Put,4/10/23,17.10%,width: 1.9613498702047882%,width: 1%
2650,-35.51%,0.5,0.63,0.75,0.95,0,unch,0,"2,812",unch,51.32%,Put,4/5/23,17.10%,width: 1%,width: 16.03649843170801%
2675,-34.90%,0.55,0.65,0.75,1.05,0,unch,0,"2,812",unch,50.52%,Put,4/5/23,17.10%,width: 1%,width: 16.03649843170801%
2700,-34.29%,0.6,0.68,0.75,0.7,-0.25,-26.32%,17,"2,978",unch,49.91%,Put,4/10/23,17.10%,width: 1%,width: 16.983176504134587%
2725,-33.68%,0.6,0.73,0.85,1.15,0,unch,0,"2,064",unch,49.10%,Put,4/4/23,17.10%,width: 1%,width: 11.770744225834045%
2750,-33.08%,0.65,0.78,0.9,1.2,0,unch,0,394,unch,48.46%,Put,4/5/23,17.10%,width: 1%,width: 2.2469347020245225%
2775,-32.47%,0.7,0.83,0.95,1.2,0,unch,0,"2,135",unch,47.80%,Put,4/5/23,17.10%,width: 1%,width: 12.17564870259481%
2800,-31.86%,0.8,0.88,0.95,0.85,0.85,unch,982,"1,705",unch,46.96%,Put,4/10/23,17.10%,width: 28.324199596192674%,width: 9.723410322212718%
2825,-31.25%,0.8,0.9,1,1.35,0,unch,0,349,71,46.28%,Put,4/4/23,17.10%,width: 1%,width: 1.9903051040775592%
2850,-30.64%,0.85,0.95,1.05,1.05,-0.2,-16.00%,1,197,4,46.10%,Put,4/10/23,17.10%,width: 1%,width: 1.1234673510122613%
2875,-30.03%,0.9,1,1.1,1.5,0,unch,0,445,33,44.86%,Put,4/4/23,17.10%,width: 1%,width: 2.5377815796977474%
2900,-29.43%,0.95,1.05,1.15,1.2,1.2,unch,2,341,unch,44.13%,Put,4/10/23,17.10%,width: 1%,width: 1.9446820644425433%
2925,-28.82%,1,1.13,1.25,1.6,0,unch,0,866,33,43.51%,Put,4/5/23,17.10%,width: 1%,width: 4.938694040490447%
2950,-28.21%,1.05,1.18,1.3,1.2,1.2,unch,1,614,unch,42.87%,Put,4/10/23,17.10%,width: 1%,width: 3.5015682919874536%
2975,-27.60%,1.1,1.23,1.35,1.3,-0.05,-3.70%,6,"1,312",15,42.30%,Put,4/10/23,17.10%,width: 1%,width: 7.482178500142572%
3000,-26.99%,1.25,1.33,1.4,1.35,-0.1,-6.90%,182,"1,554",237,41.52%,Put,4/10/23,17.10%,width: 5.249495240842227%,width: 8.862275449101796%
3025,-26.38%,1.3,1.38,1.45,1.4,1.4,unch,277,678,unch,40.74%,Put,4/10/23,17.10%,width: 7.989616383040092%,width: 3.866552609067579%
3050,-25.77%,1.35,1.48,1.6,2.25,0,unch,0,547,110,40.03%,Put,4/5/23,17.10%,width: 1%,width: 3.1194753350441973%
3075,-25.17%,1.4,1.53,1.65,2.45,0,unch,0,666,unch,39.23%,Put,4/4/23,17.10%,width: 1%,width: 3.7981180496150553%
3100,-24.56%,1.55,1.63,1.7,1.59,1.59,unch,127,"3,303",unch,38.47%,Put,4/10/23,17.10%,width: 3.6631093164118833%,width: 18.8366124893071%
3125,-23.95%,1.6,1.73,1.85,2.64,0,unch,0,"2,588",unch,37.91%,Put,4/4/23,17.10%,width: 1%,width: 14.759053321927574%
3140,-23.58%,1.65,1.8,1.95,2.95,0,unch,0,188,unch,37.54%,Put,4/5/23,17.10%,width: 1%,width: 1.0721414314228686%
3150,-23.34%,1.75,1.85,1.95,1.9,-0.2,-9.52%,1,"1,202",30,37.43%,Put,4/10/23,17.10%,width: 1%,width: 6.854861705161107%
3160,-23.10%,1.75,1.88,2,2.57,0,unch,0,230,unch,36.97%,Put,4/5/23,17.10%,width: 1%,width: 1.311662389506701%
3170,-22.85%,1.8,1.9,2,1.9,1.9,unch,119,169,unch,36.65%,Put,4/10/23,17.10%,width: 3.432362272858379%,width: 1%
3175,-22.73%,1.8,1.95,2.1,1.91,-0.21,-9.91%,1,"1,079",-3,36.48%,Put,4/10/23,17.10%,width: 1%,width: 6.15340747077274%
3180,-22.61%,1.85,1.95,2.05,1.95,1.95,unch,119,221,unch,36.39%,Put,4/10/23,17.10%,width: 3.432362272858379%,width: 1.2603364699173083%
3190,-22.37%,1.85,2,2.15,3.5,0,unch,0,162,unch,36.13%,Put,3/31/23,17.10%,width: 1%,width: 1%
